rank,lemma,zipf_freq,evidence,in_workbook
606,command,4.700,verbnet+brown+wn-primary,yes
607,crew,4.700,verbnet,yes
608,crowd,4.700,verbnet+brown+wn-primary,yes
609,ensure,4.700,verbnet+brown+wn-primary,yes
610,fill,4.640,verbnet+brown+wn-primary,yes
611,forest,4.700,verbnet+wn-primary,yes
612,intend,4.090,verbnet+brown+wn-primary,yes
613,labour,4.700,verbnet+wn-primary,yes
614,moon,4.700,verbnet+wn-primary,yes
615,profit,4.700,verbnet+brown+wn-primary,no
616,proof,4.700,wn-primary,no
617,soldier,4.460,verbnet+wn-primary,yes
618,suit,4.700,brown+wn-primary,no
619,honor,4.690,verbnet+brown+wn-primary,yes
620,jump,4.690,verbnet+brown+wn-primary,yes
621,launch,4.690,verbnet+brown+wn-primary,yes
622,ray,4.690,wn-primary,no
623,survey,4.690,verbnet+brown+wn-primary,yes
624,update,4.690,verbnet+brown+wn-primary,yes
625,yellow,4.690,verbnet+brown,yes
626,combine,4.130,verbnet+brown+wn-primary,yes
627,connect,4.380,verbnet+brown+wn-primary,yes
628,contain,4.500,verbnet+brown+wn-primary,yes
629,download,4.680,wn-primary,no
630,email,4.680,wn-primary,no
631,exercise,4.680,verbnet+brown+wn-primary,yes
632,express,4.680,verbnet+brown+wn-primary,yes
633,flow,4.680,verbnet+brown+wn-primary,yes
634,joke,4.680,verbnet+brown+wn-primary,yes
635,loan,4.680,verbnet+brown+wn-primary,yes
636,perform,4.660,verbnet+brown+wn-primary,yes
637,select,4.450,verbnet+brown+wn-primary,yes
638,sugar,4.680,verbnet,yes
639,transport,4.680,verbnet+brown+wn-primary,yes
640,appeal,4.670,verbnet+brown+wn-primary,yes
641,appropriate,4.670,verbnet+brown+wn-primary,yes
642,confirm,4.400,verbnet+brown+wn-primary,yes
643,factor,4.670,wn-primary,no
644,fee,4.510,brown+wn-primary,no
645,grant,4.670,verbnet+brown+wn-primary,yes
646,hop,4.400,verbnet+brown+wn-primary,yes
647,lawyer,4.670,verbnet,yes
648,measure,4.650,verbnet+brown+wn-primary,yes
649,mistake,4.670,brown+wn-primary,no
650,pool,4.670,verbnet+brown,yes
651,regard,4.360,verbnet+brown+wn-primary,yes
652,route,4.670,wn-primary,no
653,schedule,4.670,brown+wn-primary,no
654,shoe,4.240,verbnet,yes
655,smoke,4.670,verbnet+brown,yes
656,abuse,4.660,verbnet+brown+wn-primary,yes
657,discuss,4.660,verbnet+brown+wn-primary,yes
658,fox,4.660,verbnet+wn-primary,yes
659,holiday,4.660,verbnet+wn-primary,no
660,laugh,4.660,verbnet+brown,yes
661,lunch,4.660,verbnet+wn-primary,yes
662,milk,4.660,verbnet+wn-primary,yes
663,pack,4.660,verbnet+brown+wn-primary,yes
664,snow,4.660,verbnet+brown+wn-primary,yes
665,storm,4.660,verbnet+brown+wn-primary,yes
666,strike,4.660,verbnet+brown+wn-primary,yes
667,sub,4.660,wn-primary,no
668,chain,4.650,verbnet,yes
669,commit,4.330,verbnet+brown+wn-primary,yes
670,cook,4.650,verbnet+brown+wn-primary,yes
671,equal,4.650,brown+wn-primary,no
672,fake,4.650,verbnet+brown+wn-primary,no
673,finance,4.650,brown+wn-primary,no
674,identity,4.650,verbnet,no
675,journey,4.650,verbnet+brown+wn-primary,yes
676,maintain,4.650,verbnet+brown+wn-primary,yes
677,quiet,4.650,verbnet+brown,yes
678,reveal,4.430,verbnet+brown+wn-primary,yes
679,split,4.650,verbnet+brown,yes
680,task,4.650,wn-primary,no
681,affect,4.590,verbnet+brown+wn-primary,yes
682,approve,4.080,verbnet+brown+wn-primary,yes
683,arrest,4.550,verbnet+brown+wn-primary,no
684,conflict,4.640,brown,no
685,debate,4.640,verbnet+brown+wn-primary,yes
686,determine,4.630,verbnet+brown+wn-primary,yes
687,document,4.500,verbnet+brown+wn-primary,yes
688,escape,4.640,verbnet+brown+wn-primary,yes
689,extend,4.340,verbnet+brown+wn-primary,yes
690,fault,4.640,verbnet,yes
691,flower,4.420,verbnet+brown,yes
692,lay,4.640,verbnet+brown+wn-primary,yes
693,phase,4.640,wn-primary,no
694,secure,4.640,verbnet+brown+wn-primary,yes
695,smile,4.640,verbnet+brown+wn-primary,yes
696,troop,3.690,verbnet+wn-primary,yes
697,truck,4.640,verbnet+brown+wn-primary,yes
698,blame,4.630,verbnet+brown+wn-primary,yes
699,bob,4.630,verbnet+brown+wn-primary,yes
700,bowl,4.630,verbnet,yes
701,collect,4.370,verbnet+brown+wn-primary,yes
702,display,4.630,verbnet+brown,yes
703,elect,4.030,verbnet+brown+wn-primary,yes
704,identify,4.560,verbnet+brown+wn-primary,yes
705,inspire,4.000,verbnet+brown+wn-primary,yes
706,neck,4.630,verbnet+brown,yes
707,shirt,4.630,wn-primary,no
708,champion,4.620,verbnet,yes
709,cream,4.620,verbnet+wn-primary,yes
710,deliver,4.550,verbnet+brown+wn-primary,yes
711,estimate,4.290,verbnet+brown,yes
712,jail,4.620,verbnet+wn-primary,yes
713,signal,4.620,verbnet+brown+wn-primary,yes
714,stream,4.620,verbnet+brown+wn-primary,yes
715,struggle,4.620,verbnet+brown+wn-primary,yes
716,wave,4.620,verbnet+brown+wn-primary,yes
717,breakfast,4.610,verbnet+wn-primary,yes
718,desire,4.610,verbnet+brown+wn-primary,yes
719,destroy,4.520,verbnet+brown+wn-primary,yes
720,draft,4.610,verbnet+brown,yes
721,recommend,4.610,verbnet+brown+wn-primary,yes
722,refer,4.450,verbnet+brown+wn-primary,yes
723,seek,4.610,verbnet+brown+wn-primary,yes
724,ticket,4.610,verbnet,yes
725,upset,4.610,verbnet+brown+wn-primary,yes
726,wing,4.610,verbnet+brown,yes
727,bomb,4.600,verbnet+brown+wn-primary,yes
728,cycle,4.600,verbnet+wn-primary,yes
729,don,4.600,verbnet+brown,yes
730,hang,4.600,verbnet+brown+wn-primary,yes
731,paint,4.520,verbnet+brown+wn-primary,yes
732,reserve,4.600,verbnet+brown+wn-primary,yes
733,row,4.600,verbnet+brown,yes
734,salt,4.600,verbnet+brown+wn-primary,yes
735,scar,3.770,verbnet+brown+wn-primary,yes
736,switch,4.600,verbnet+brown+wn-primary,yes
737,appoint,3.700,verbnet+brown+wn-primary,yes
738,blow,4.590,verbnet+brown+wn-primary,yes
739,bond,4.590,verbnet+brown,yes
740,cry,4.590,verbnet+brown+wn-primary,yes
741,deserve,4.590,brown+wn-primary,no
742,empty,4.590,verbnet+brown+wn-primary,yes
743,instance,4.590,wn-primary,no
744,motion,4.590,brown,no
745,nick,4.590,verbnet+wn-primary,yes
746,prize,4.590,verbnet+brown+wn-primary,yes
747,register,4.590,verbnet+brown+wn-primary,yes
748,sing,4.540,verbnet+brown+wn-primary,yes
749,tool,4.560,verbnet+brown+wn-primary,yes
750,warn,4.020,verbnet+brown+wn-primary,yes
751,admit,4.580,verbnet+brown+wn-primary,yes
752,branch,4.580,verbnet+brown,yes
753,conduct,4.520,verbnet+brown+wn-primary,yes
754,dedicate,3.510,verbnet+brown+wn-primary,no
755,favor,4.580,verbnet+brown+wn-primary,yes
756,flag,4.580,brown+wn-primary,no
757,frame,4.580,verbnet+brown+wn-primary,yes
758,guest,4.580,verbnet,yes
759,kiss,4.580,verbnet+brown+wn-primary,yes
760,load,4.580,verbnet+brown+wn-primary,yes
761,plot,4.580,verbnet+brown+wn-primary,yes
762,rent,4.580,verbnet+brown+wn-primary,yes
763,replace,4.580,verbnet+brown+wn-primary,yes
764,represent,4.580,verbnet+brown+wn-primary,yes
765,sentence,4.580,brown,no
766,tip,4.550,verbnet+brown+wn-primary,yes
767,achieve,4.570,verbnet+brown+wn-primary,no
768,afford,4.570,brown+wn-primary,no
769,assume,4.570,verbnet+brown+wn-primary,yes
770,bottle,4.570,verbnet+brown+wn-primary,yes
771,bunch,4.570,brown+wn-primary,no
772,chat,4.570,verbnet+brown,yes
773,cheese,4.570,wn-primary,no
774,diet,4.570,wn-primary,no
775,fruit,4.570,wn-primary,no
776,index,4.570,brown+wn-primary,no
777,mess,4.570,brown,no
778,occur,4.470,verbnet+brown+wn-primary,yes
779,prefer,4.570,verbnet+brown+wn-primary,yes
780,scheme,4.570,verbnet+brown,no
781,shift,4.570,verbnet+brown+wn-primary,yes
782,tank,4.570,wn-primary,no
783,tend,4.570,verbnet+brown+wn-primary,no
784,button,4.560,verbnet,yes
785,combat,4.560,verbnet+brown+wn-primary,yes
786,counter,4.560,verbnet+brown,yes
787,crown,4.560,verbnet+brown,yes
788,define,4.310,verbnet+brown+wn-primary,yes
789,depend,4.200,verbnet+brown+wn-primary,no
790,excuse,4.560,verbnet+brown+wn-primary,yes
791,golf,4.560,wn-primary,no
792,grace,4.560,verbnet,yes
793,manufacture,3.980,verbnet+brown+wn-primary,yes
794,object,4.560,verbnet+brown,yes
795,pattern,4.560,brown,no
796,premier,4.560,wn-primary,no
797,promote,4.560,verbnet+brown+wn-primary,no
798,attend,4.550,verbnet+brown+wn-primary,yes
799,ban,4.550,verbnet+brown+wn-primary,no
800,circle,4.550,verbnet+brown,yes
801,concert,4.550,wn-primary,no
802,crash,4.550,verbnet+brown+wn-primary,yes
803,declare,4.050,verbnet+brown+wn-primary,yes
804,dirty,4.550,verbnet,yes
805,earn,4.480,verbnet+brown+wn-primary,yes
806,joy,4.550,wn-primary,no
807,mate,4.550,verbnet+brown,no
808,panel,4.550,verbnet,yes
809,plate,4.550,verbnet,yes
810,retail,4.550,brown+wn-primary,no
811,roof,4.550,verbnet,yes
812,shame,4.550,verbnet+wn-primary,yes
813,advertise,3.660,verbnet+brown+wn-primary,yes
814,cable,4.540,verbnet+brown,yes
815,calm,4.540,verbnet+brown+wn-primary,yes
816,hide,4.540,verbnet+brown+wn-primary,yes
817,print,4.540,verbnet+brown+wn-primary,yes
818,quit,4.540,verbnet+brown+wn-primary,no
819,refuse,4.390,verbnet+brown+wn-primary,yes
820,sight,4.540,verbnet+brown,yes
821,wet,4.540,verbnet+brown,yes
822,bike,4.530,verbnet+wn-primary,yes
823,burn,4.530,verbnet+brown+wn-primary,yes
824,contest,4.530,brown+wn-primary,no
825,hat,4.530,verbnet+brown+wn-primary,yes
826,invite,4.300,verbnet+brown+wn-primary,yes
827,motor,4.530,verbnet,yes
828,pound,4.320,verbnet+brown+wn-primary,yes
829,reform,4.530,verbnet+brown+wn-primary,yes
830,respond,4.530,verbnet+brown+wn-primary,yes
831,sample,4.530,verbnet+brown,yes
832,suffer,4.450,verbnet+brown+wn-primary,yes
833,attach,3.750,verbnet+brown+wn-primary,no
834,blind,4.520,brown+wn-primary,no
835,brief,4.520,verbnet+brown,yes
836,debut,4.520,brown+wn-primary,no
837,engage,4.360,verbnet+brown+wn-primary,yes
838,grab,4.520,verbnet+brown+wn-primary,yes
839,license,4.520,verbnet+brown,no
840,pilot,4.520,verbnet+brown,yes
841,pink,4.520,verbnet+wn-primary,yes
842,recognize,4.520,verbnet+brown+wn-primary,yes
843,steam,4.520,verbnet+brown+wn-primary,yes
844,survive,4.520,verbnet+brown+wn-primary,yes
845,witness,4.520,verbnet+brown,yes
846,adopt,4.190,verbnet+brown+wn-primary,yes
847,aim,4.510,verbnet+brown+wn-primary,yes
848,cap,4.510,verbnet+brown,yes
849,defeat,4.510,brown+wn-primary,no
850,entitle,2.710,brown+wn-primary,no
851,exact,4.510,verbnet+brown+wn-primary,yes
852,expose,3.980,verbnet+brown+wn-primary,yes
853,feed,4.670,verbnet+brown+wn-primary,yes
854,injure,3.270,brown+wn-primary,no
855,lock,4.510,verbnet+brown+wn-primary,yes
856,nose,4.510,verbnet+wn-primary,yes
857,oppose,3.940,verbnet+brown+wn-primary,no
858,organize,3.980,verbnet+brown+wn-primary,yes
859,quote,4.510,verbnet+brown+wn-primary,yes
860,suspect,4.510,verbnet+brown+wn-primary,yes
861,swear,4.510,verbnet+brown+wn-primary,yes
862,tie,4.510,verbnet+brown+wn-primary,yes
863,bread,4.500,verbnet+wn-primary,yes
864,egg,4.460,wn-primary,no
865,finger,4.480,brown+wn-primary,no
866,found,5.680,verbnet+brown+wn-primary,yes
867,graduate,4.500,brown+wn-primary,no
868,lift,4.500,verbnet+brown+wn-primary,yes
869,reply,4.500,verbnet+brown+wn-primary,yes
870,rid,4.500,verbnet+brown+wn-primary,yes
871,shoulder,4.500,verbnet+brown+wn-primary,yes
872,shower,4.500,verbnet+brown+wn-primary,yes
873,tower,4.500,verbnet+brown,yes
874,wheel,4.500,verbnet+brown+wn-primary,yes
875,celebrate,4.490,verbnet+brown+wn-primary,yes
876,coal,4.490,verbnet+wn-primary,yes
877,colour,4.490,wn-primary,no
878,hunt,4.490,verbnet+brown+wn-primary,yes
879,inch,4.490,verbnet+wn-primary,yes
880,obtain,4.400,verbnet+brown+wn-primary,yes
881,pride,4.490,brown,no
882,repeat,4.490,verbnet+brown+wn-primary,yes
883,smell,4.490,verbnet+brown+wn-primary,yes
884,surround,3.790,verbnet+brown+wn-primary,yes
885,tone,4.490,verbnet+wn-primary,yes
886,ignore,4.480,verbnet+brown+wn-primary,no
887,pant,3.180,verbnet+brown+wn-primary,yes
888,pocket,4.480,verbnet,yes
889,rape,4.480,brown+wn-primary,no
890,rescue,4.480,verbnet+brown+wn-primary,yes
891,rush,4.480,verbnet+brown+wn-primary,yes
892,stable,4.480,verbnet,yes
893,trick,4.480,verbnet,yes
894,bone,4.470,verbnet+wn-primary,yes
895,bullshit,4.470,verbnet+wn-primary,yes
896,chart,4.470,verbnet+brown+wn-primary,yes
897,complicate,3.260,brown+wn-primary,no
898,confuse,3.670,verbnet+brown+wn-primary,yes
899,defend,4.470,verbnet+brown+wn-primary,yes
900,divide,4.120,verbnet+brown+wn-primary,yes
901,format,4.470,verbnet+wn-primary,no
902,gap,4.470,brown,no
903,gate,4.470,wn-primary,no
904,harm,4.470,verbnet+brown,yes
905,mirror,4.470,brown+wn-primary,no
906,mount,4.470,verbnet+brown+wn-primary,yes
907,tear,4.350,verbnet+brown+wn-primary,yes
908,thin,4.470,verbnet+brown+wn-primary,yes
909,accuse,3.710,verbnet+brown+wn-primary,no
910,adventure,4.460,wn-primary,no
911,argue,4.460,verbnet+brown+wn-primary,yes
912,bind,3.750,verbnet+brown+wn-primary,yes
913,cloud,4.460,verbnet+brown+wn-primary,yes
914,contrast,4.460,verbnet+brown,no
915,founder,4.460,wn-primary,no
916,gear,4.460,verbnet+brown,no
917,loose,4.460,verbnet+brown,yes
918,package,4.460,verbnet+brown,no
919,qualify,4.190,verbnet+brown+wn-primary,yes
920,shock,4.460,verbnet+brown+wn-primary,yes
921,silence,4.460,verbnet+brown+wn-primary,yes
922,wash,4.460,verbnet+brown+wn-primary,yes
923,encourage,4.450,verbnet+brown+wn-primary,yes
924,flash,4.450,verbnet+brown+wn-primary,yes
925,fort,4.450,brown+wn-primary,no
926,gray,4.450,verbnet+brown,yes
927,inform,4.150,verbnet+brown+wn-primary,yes
928,pet,4.450,verbnet+brown,yes
929,protest,4.450,verbnet+brown+wn-primary,no
930,trail,4.450,verbnet+brown+wn-primary,yes
931,assault,4.440,verbnet+brown+wn-primary,yes
932,bath,4.440,brown,no
933,capture,4.420,verbnet+brown+wn-primary,yes
934,chase,4.440,verbnet+brown+wn-primary,yes
935,concrete,4.440,wn-primary,no
936,guarantee,4.440,verbnet+brown+wn-primary,yes
937,jimmy,4.440,wn-primary,no
938,rank,4.440,verbnet+brown,yes
939,retire,4.050,verbnet+brown+wn-primary,no
940,sand,4.440,verbnet,yes
941,settle,4.370,verbnet+brown+wn-primary,yes
942,shadow,4.440,verbnet+brown,yes
943,tag,4.440,verbnet+brown+wn-primary,yes
944,tape,4.440,verbnet+wn-primary,yes
945,thread,4.440,verbnet+brown+wn-primary,yes
946,wage,4.440,brown+wn-primary,no
947,bore,3.930,verbnet+brown+wn-primary,yes
948,clock,4.430,verbnet+wn-primary,yes
949,deny,4.340,verbnet+brown+wn-primary,yes
950,ground,5.150,verbnet+brown+wn-primary,yes
951,label,4.430,verbnet+brown+wn-primary,yes
952,pitch,4.430,verbnet+brown+wn-primary,yes
953,rear,4.430,verbnet+brown+wn-primary,yes
954,stag,3.250,brown+wn-primary,no
955,swim,4.210,verbnet+brown+wn-primary,yes
956,wire,4.430,verbnet+brown+wn-primary,yes
957,anger,4.420,verbnet+wn-primary,yes
958,assist,4.420,verbnet+brown+wn-primary,no
959,belt,4.420,verbnet+brown+wn-primary,yes
960,cop,4.370,verbnet+brown+wn-primary,yes
961,disappoint,3.670,brown+wn-primary,no
962,employ,3.960,verbnet+brown+wn-primary,yes
963,ghost,4.420,verbnet+wn-primary,yes
964,participate,4.420,verbnet+brown+wn-primary,yes
965,soil,4.420,verbnet+brown,yes
966,solve,4.420,verbnet+brown+wn-primary,yes
967,stomach,4.420,wn-primary,no
968,suck,4.420,verbnet+brown+wn-primary,yes
969,trash,4.420,wn-primary,no
970,boost,4.410,verbnet+brown+wn-primary,yes
971,comfort,4.410,verbnet+brown,yes
972,crack,4.410,verbnet+brown+wn-primary,yes
973,deck,4.410,verbnet+wn-primary,yes
974,dust,4.410,verbnet+brown+wn-primary,yes
975,hire,4.400,verbnet+brown+wn-primary,yes
976,knife,4.410,verbnet,yes
977,rail,4.410,wn-primary,no
978,repair,4.410,verbnet+brown+wn-primary,yes
979,root,4.410,verbnet+brown+wn-primary,yes
980,saint,4.410,wn-primary,no
981,steal,4.410,verbnet+brown+wn-primary,yes
982,telephone,4.410,verbnet+brown+wn-primary,yes
983,abandon,4.020,verbnet+brown+wn-primary,yes
984,acquire,4.130,verbnet+brown+wn-primary,yes
985,annoy,3.460,verbnet+brown+wn-primary,yes
986,bid,4.400,brown+wn-primary,no
987,bury,3.890,verbnet+brown+wn-primary,yes
988,butter,4.400,verbnet+wn-primary,yes
989,convince,4.260,verbnet+brown+wn-primary,yes
990,crap,4.400,wn-primary,no
991,decline,4.400,verbnet+brown+wn-primary,yes
992,delay,4.400,verbnet+brown+wn-primary,no
993,desert,4.400,verbnet+brown+wn-primary,yes
994,instal,2.000,brown+wn-primary,no
995,layer,4.400,brown,no
996,nurse,4.400,verbnet+brown+wn-primary,yes
997,pot,4.400,verbnet+brown,yes
998,pray,4.400,verbnet+brown+wn-primary,yes
999,recall,4.400,verbnet+brown+wn-primary,yes
1000,smooth,4.400,verbnet+brown,yes
1001,string,4.400,verbnet+brown+wn-primary,yes
1002,vacation,4.400,verbnet+brown+wn-primary,no
1003,assign,3.660,verbnet+brown+wn-primary,yes
1004,bench,4.390,verbnet+brown,yes
1005,bother,4.390,verbnet+brown+wn-primary,yes
1006,broadcast,4.390,verbnet+brown+wn-primary,yes
1007,compete,4.390,verbnet+brown+wn-primary,yes
1008,consist,3.940,brown+wn-primary,no
1009,contribute,4.340,verbnet+brown+wn-primary,yes
1010,cricket,4.390,wn-primary,no
1011,entrance,4.390,verbnet+brown+wn-primary,yes
1012,mortgage,4.390,wn-primary,no
1013,narrow,4.390,verbnet+brown+wn-primary,yes
1014,observe,4.060,verbnet+brown+wn-primary,yes
1015,pan,4.390,verbnet+wn-primary,yes
1016,reflect,4.390,verbnet+brown+wn-primary,yes
1017,shell,4.390,verbnet+wn-primary,yes
1018,angle,4.380,verbnet+wn-primary,yes
1019,belong,4.380,verbnet+brown+wn-primary,yes
1020,experiment,4.380,brown+wn-primary,no
1021,grass,4.380,verbnet+wn-primary,yes
1022,mill,4.380,verbnet+brown+wn-primary,yes
1023,occasion,4.380,brown,no
1024,pace,4.380,verbnet+brown+wn-primary,yes
1025,pen,4.380,verbnet+brown,yes
1026,spin,4.380,verbnet+brown+wn-primary,yes
1027,allege,3.180,verbnet+brown+wn-primary,yes
1028,honour,4.370,wn-primary,no
1029,hook,4.370,verbnet+brown+wn-primary,yes
1030,log,4.370,verbnet+brown,no
1031,monitor,4.370,verbnet+brown,yes
1032,regret,4.370,verbnet+brown+wn-primary,yes
1033,reject,4.030,verbnet+brown+wn-primary,yes
1034,remind,4.370,verbnet+brown+wn-primary,yes
1035,resort,4.370,verbnet+brown+wn-primary,no
1036,reverse,4.370,verbnet+brown+wn-primary,yes
1037,seed,4.370,verbnet+wn-primary,yes
1038,sin,4.370,verbnet+brown,no
1039,spell,4.370,verbnet+brown+wn-primary,yes
1040,coat,4.360,verbnet+brown+wn-primary,yes
1041,consent,4.360,verbnet+brown+wn-primary,no
1042,divorce,4.360,verbnet+brown+wn-primary,yes
1043,glory,4.360,verbnet,yes
1044,headquarter,2.540,wn-primary,no
1045,landscape,4.360,brown+wn-primary,no
1046,strip,4.360,verbnet+brown+wn-primary,yes
1047,threaten,3.940,verbnet+brown+wn-primary,yes
1048,tube,4.360,wn-primary,no
1049,breast,4.350,verbnet+wn-primary,yes
1050,conclude,3.900,verbnet+brown+wn-primary,yes
1051,discount,4.350,brown+wn-primary,no
1052,exit,4.350,verbnet+wn-primary,yes
1053,expand,4.350,verbnet+brown+wn-primary,yes
1054,fancy,4.350,verbnet+brown+wn-primary,yes
1055,indicate,4.350,verbnet+brown+wn-primary,yes
1056,josh,4.350,wn-primary,no
1057,knock,4.350,verbnet+brown+wn-primary,yes
1058,leather,4.350,wn-primary,no
1059,poll,4.350,verbnet+brown+wn-primary,yes
1060,rob,4.350,verbnet+brown+wn-primary,yes
1061,scream,4.140,verbnet+brown+wn-primary,yes
1062,stretch,4.350,verbnet+brown+wn-primary,yes
1063,wolf,4.350,verbnet,yes
1064,ease,4.340,verbnet+brown+wn-primary,yes
1065,flood,4.340,verbnet+brown+wn-primary,yes
1066,generate,4.220,verbnet+brown+wn-primary,yes
1067,impress,3.930,verbnet+brown+wn-primary,yes
1068,photograph,4.230,verbnet+brown+wn-primary,yes
1069,rally,4.340,brown+wn-primary,no
1070,sum,4.340,verbnet+brown,yes
1071,swing,4.340,verbnet+brown+wn-primary,yes
1072,tail,4.340,verbnet,yes
1073,twin,4.340,brown+wn-primary,no
1074,alert,4.330,verbnet+brown,yes
1075,boom,4.330,verbnet+wn-primary,yes
1076,boot,4.190,verbnet+brown,yes
1077,brave,4.330,verbnet+brown,yes
1078,fleet,4.330,brown,no
1079,foster,4.330,brown+wn-primary,no
1080,knee,4.330,verbnet,yes
1081,pretend,4.330,brown+wn-primary,no
1082,reward,4.330,verbnet+brown+wn-primary,yes
1083,satellite,4.330,verbnet,yes
1084,shake,4.330,verbnet+brown+wn-primary,yes
1085,shore,4.330,wn-primary,no
1086,trap,4.330,verbnet+brown+wn-primary,yes
1087,bang,4.320,verbnet+brown+wn-primary,yes
1088,blast,4.320,verbnet+brown+wn-primary,yes
1089,cure,4.320,verbnet+brown+wn-primary,no
1090,freeze,4.110,verbnet+brown+wn-primary,yes
